review_id,user_id,business_id,stars,useful,funny,cool,text,date,sentiment,archetype,value_signals,affordability,durability,service_quality,social_proof,time_efficiency,ambience,food_quality,electronics,fashion,books_media,convenience,social_experience,luxury,positive_exaggeration,negative_exaggeration,uncertainty,categories,cuisines,review_length,exclamation_count,question_count,uppercase_ratio,storytelling_score,slang_score,nigerian_style,soft_life,casual_slang,pidgin_staples,exclamations,social_enjoyment,expressiveness,proverbs,idioms,greetings,figurative_descriptions,conditional_phrases,persuasion,blame_criticism,humour_sarcasm,cultural_references,practical_survival,time_efficiency,naija_narrative,hyperbole_narrative,kinship,oral_connectors
U3Y6wGknOBG0CulP_uhD8g,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Love this subway so much I was there Tuesday and Wednesday and will be back on Friday. Everyone is so awesome and friendly and it's always clean .,2019-06-20 04:11:47,0.4069444444444445,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],146,0,0,0.0410958904109589,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 6, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 6, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T0WGConb9urX92hhoh3vYg,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,"Love this subway Everyone is so friendly and helpful I love the garlic oil on my tuna sandwich will be back Friday July 19,2019",2019-07-17 20:52:31,0.34375,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 2, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],127,0,0,0.03937007874015748,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 7, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 6, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bzv7fkiOb97YFZaiQmHWQQ,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Love coming to this Subway Misty and everyone there is so friendly I tried a roast beef sandwich this week and it was very good . I also love the garlic oil on my sandwich will be back Friday,2019-07-24 16:16:09,0.457,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],191,0,0,0.031413612565445025,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 12, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 12, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0RggkbbwxATNT4WFXxHwg,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Love coming to this Subway Misty and everyone there is so friendly I tried a roast beef sandwich this week and it was very good . I also love the garlic oil on my sandwich will be back Friday,2019-08-05 22:09:43,0.457,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],191,0,0,0.031413612565445025,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 12, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 12, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muSf9MC9CZNRl6UK6PFy7g,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,"Today August 7,2019 I went to Subway again and got a roast beef sandwich that misty made and it was so good I'm going to be back Friday for my tuna sandwich. Everyone here is so awesome and they give me wonderful customer service I appreciate that .",2019-08-07 23:23:11,0.675,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],249,0,0,0.0321285140562249,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 16, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 15, 'proverbs': 0, 'idioms': 0, 'greetings': 1, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,16,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
W817bDg2fDnTg2VThuASyw,I6x-ZBHeCNlMnmtfUVf5lg,VGmFLqUP0K3dus_mGyqtIQ,5,0,0,0,Misty makes best sandwiches ever and everyone at subway is so friendly and helpful which Is why keep coming back.,2019-08-23 20:53:54,0.4583333333333333,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 2, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Restaurants, Fast Food, Sandwiches",[],113,0,0,0.017699115044247787,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 3, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 3, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rgDkUm8DmIKZ514RTf5Fxg,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Love coming to this Subway Misty and everyone there is so friendly I tried a roast beef sandwich this week and it was very good . I also love the garlic oil on my sandwich will be back .,2019-08-23 22:33:52,0.457,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],186,0,0,0.026881720430107527,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 12, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 12, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FyvI1SlTeceLu-6c3WlXvQ,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,"Love coming to this Subway Misty and Lona are absolutely wonderful to me they are always helpful and give me wonderful customer service I will be back Friday August 30,2019 they both deserve a raise",2019-08-28 20:59:15,0.625,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 2, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],198,0,0,0.03535353535353535,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 11, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 10, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmhEMrEupnz3B74osviNww,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,"Love coming to this Subway Misty and Lona are absolutely wonderful to me they are always helpful and give me wonderful customer service I will be back Friday August 30,2019 they both deserve a raise",2019-08-31 17:15:41,0.625,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 2, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],198,0,0,0.03535353535353535,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 11, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 10, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kb0feFFupS3ZKmAHXkUJnA,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,"Love coming to this Subway Misty and Lona are absolutely wonderful to me they are always helpful and give me wonderful customer service I will be back Friday August 30,2019 they both deserve a raise",2019-09-08 04:30:48,0.625,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 2, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],198,0,0,0.03535353535353535,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 11, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 10, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cVy-H3-eatyCQvyLF43Qg,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Went to Subway yesterday and Lona did my sandwich and she was absolutely wonderful very friendly and my sandwich was absolutely wonderful I'm definitely coming back next week .,2019-09-14 14:44:22,0.4145833333333333,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],176,0,0,0.022727272727272728,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 8, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 7, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d-VWT1IjIR04GG-pr3-YLA,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,1,0,0,Went to Subway yesterday and Lona did my sandwich and she was absolutely wonderful very friendly and my sandwich was absolutely wonderful I'm definitely coming back next week . Went today and misty did my sandwich and was absolutely wonderful I always enjoy when I see misty and Lona will be back on Friday,2019-09-18 00:20:12,0.4319444444444444,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],306,0,0,0.029411764705882353,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 15, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 13, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sbMWKtmN3bozIE-Ncf7Xuw,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Went in Friday 9/20/2019 and Misty did an awesome job on my tuna sandwich she is just so awesome and friendly I appreciate her I will be back next week for sure .,2019-09-21 20:22:03,0.4791666666666667,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],162,0,0,0.030864197530864196,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 7, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 6, 'proverbs': 0, 'idioms': 0, 'greetings': 1, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,7,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QFQv5s7c5riqb8_zjSOP3g,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Went on 9/25/2019 and Misty did an awesome job on my roast beef sandwich she is just so awesome and friendly I appreciate her I will be back Friday,2019-09-25 20:42:58,0.59375,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],147,0,0,0.034013605442176874,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 7, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 7, 'proverbs': 0, 'idioms': 0, 'greetings': 1, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,7,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-5ya2FMNcRdA7IntAI07jw,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Went on 9/26 /2019 Lona did an awesome job on my tuna  sandwich she is just so awesome and friendly I appreciate her I will be back Next week,2019-09-27 20:47:37,0.475,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 1, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],141,0,0,0.03546099290780142,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 9, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 7, 'proverbs': 0, 'idioms': 0, 'greetings': 1, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,9,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-6knTMUzcwKACrCeF8ZWkA,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,0,0,0,Went to get a roast beef sandwich and Misty did a absolutely awesome job on it she's so awesome and she and Lona are one of many reasons I keep coming back I can't wait to come back Friday,2019-09-30 22:36:03,0.5,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 0, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],188,0,0,0.031914893617021274,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 16, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 15, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fhNjczIuofhNkHoxJigXtA,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,1,0,1,I went to get my usual tuna sandwich and misty was absolutely wonderful and I appreciate her and she did a wonderful job making my sandwich she and Lona and everyone there are the many reasons I keep coming back . I will be back next week for sure,2019-10-19 08:04:29,0.34375,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 0, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],247,0,0,0.020242914979757085,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 12, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 10, 'proverbs': 0, 'idioms': 0, 'greetings': 1, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,12,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
br7ng_9LoPcGIQuZcIw79A,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,1,0,1,Today I went to get a roast beef sandwich Lona did an awesome job on it she is always so helpful and always gives me wonderful customer service because of this I will definitely be back again.,2019-10-25 00:03:04,0.6666666666666666,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 2, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],192,0,0,0.020833333333333332,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 12, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 11, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AbFQ5ffCt2lBUKE3xh988w,I6x-ZBHeCNlMnmtfUVf5lg,cuXUuoOSZ4VbV6jvh3BC0A,5,1,0,0,Last Friday I got a tuna sandwich and The manger Mandi did an awesome job on it she is always so helpful and always gives me wonderful customer service because of this I will definitely be back,2019-11-12 20:44:48,0.5,Warm Optimist,"{'affordability': 0, 'durability': 0, 'service_quality': 2, 'social_proof': 0, 'time_efficiency': 0, 'ambience': 0, 'food_quality': 0, 'electronics': 0, 'fashion': 0, 'books_media': 0, 'convenience': 0, 'social_experience': 0, 'luxury': 0, 'positive_exaggeration': 0, 'negative_exaggeration': 0, 'uncertainty': 0}",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandwiches, Restaurants, Fast Food",[],193,0,0,0.031088082901554404,0,0,"{'soft_life': 0, 'casual_slang': 0, 'pidgin_staples': 9, 'exclamations': 0, 'social_enjoyment': 0, 'expressiveness': 8, 'proverbs': 0, 'idioms': 0, 'greetings': 0, 'figurative_descriptions': 0, 'conditional_phrases': 0, 'persuasion': 0, 'blame_criticism': 0, 'humour_sarcasm': 0, 'cultural_references': 0, 'practical_survival': 0, 'time_efficiency': 0, 'naija_narrative': 0, 'hyperbole_narrative': 0, 'kinship': 0, 'oral_connectors': 0}",0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
